NAME_1,GDP
Baden-Württemberg,493265
Bayern,594447
Berlin,136614
Brandenburg,69132
Bremen,33662
Hamburg,117572
Hessen,279085
Mecklenburg-Vorpommern,42783
Niedersachsen,287959
Nordrhein-Westfalen,691518
Rheinland-Pfalz,144308
Saarland,35300
Sachsen,121738
Sachsen-Anhalt,60095
Schleswig-Holstein,93367
Thüringen,61907
